"","Mkt_rf","Momentum","Mkt_rf_managed","Momentum_managed"
"Geometric Return",0.545914603310171,0.252428948629602,0.624079153584822,0.688045392730974
"Volatility",18.41865820613,12.0413228794889,18.4548813956629,12.0476634594266
"Sharpe Ratio",0.102716942884301,0.0726507862436853,0.117193568756648,0.197919974246436
"Maximum Drawdowm",-84.6900724680184,-75.107456342962,-60.205954709094,-39.9571975970694
