location,name,freq,weighting,n_factors,date,ret
usa,seasonality,daily,vw_cap,1,1926-09-29,0.00106081398661059
usa,seasonality,daily,vw_cap,1,1926-09-30,0.00219440487325533
usa,seasonality,daily,vw_cap,1,1926-10-01,-0.00118172873210123
usa,seasonality,daily,vw_cap,1,1926-10-02,-0.00197021693791566
usa,seasonality,daily,vw_cap,1,1926-10-04,-0.00202747341698524
usa,seasonality,daily,vw_cap,1,1926-10-05,-0.00194966674686511
usa,seasonality,daily,vw_cap,1,1926-10-06,0.00236609363131061
usa,seasonality,daily,vw_cap,1,1926-10-07,0.0026023244876281
usa,seasonality,daily,vw_cap,1,1926-10-08,0.000221982336512781
usa,seasonality,daily,vw_cap,1,1926-10-09,0.00238889141942942
usa,seasonality,daily,vw_cap,1,1926-10-11,-0.00260199813660879
usa,seasonality,daily,vw_cap,1,1926-10-13,0.00206239544582696
usa,seasonality,daily,vw_cap,1,1926-10-14,0.00419048540107486
usa,seasonality,daily,vw_cap,1,1926-10-15,-0.000480373853268476
usa,seasonality,daily,vw_cap,1,1926-10-16,0.00169114100515104
usa,seasonality,daily,vw_cap,1,1926-10-18,0.000387568170009627
usa,seasonality,daily,vw_cap,1,1926-10-19,0.00214135035569597
usa,seasonality,daily,vw_cap,1,1926-10-20,-0.00103652211677121
usa,seasonality,daily,vw_cap,1,1926-10-21,0.00141692251081501
usa,seasonality,daily,vw_cap,1,1926-10-22,0.0019369424810409
usa,seasonality,daily,vw_cap,1,1926-10-23,-0.000178531927249615
usa,seasonality,daily,vw_cap,1,1926-10-25,-0.000314188094165926
usa,seasonality,daily,vw_cap,1,1926-10-26,-0.000432683730750994
usa,seasonality,daily,vw_cap,1,1926-10-27,0.00143408171372962
usa,seasonality,daily,vw_cap,1,1926-10-28,0.000329912891573941
usa,seasonality,daily,vw_cap,1,1926-10-29,-0.00133525604937463
usa,seasonality,daily,vw_cap,1,1926-10-30,-0.000660473491028002
usa,seasonality,daily,vw_cap,1,1926-11-01,0.000141263562538233
usa,seasonality,daily,vw_cap,1,1926-11-03,-0.000552922895871127
usa,seasonality,daily,vw_cap,1,1926-11-04,-0.00174353887985377
usa,seasonality,daily,vw_cap,1,1926-11-05,-0.0032663909692967
usa,seasonality,daily,vw_cap,1,1926-11-06,-0.000814165317266187
usa,seasonality,daily,vw_cap,1,1926-11-08,0.00222288922579394
usa,seasonality,daily,vw_cap,1,1926-11-09,0.00518451222619768
usa,seasonality,daily,vw_cap,1,1926-11-10,-0.00123195346979447
usa,seasonality,daily,vw_cap,1,1926-11-11,0.00306610930519099
usa,seasonality,daily,vw_cap,1,1926-11-12,0.00133645739764435
usa,seasonality,daily,vw_cap,1,1926-11-13,0.00120617847774222
usa,seasonality,daily,vw_cap,1,1926-11-15,0.000356707681966328
usa,seasonality,daily,vw_cap,1,1926-11-16,-0.000115559215740977
usa,seasonality,daily,vw_cap,1,1926-11-17,-0.0018042664984033
usa,seasonality,daily,vw_cap,1,1926-11-18,-0.00410396180774784
usa,seasonality,daily,vw_cap,1,1926-11-19,0.00355441902415766
usa,seasonality,daily,vw_cap,1,1926-11-20,0.00233251331046962
usa,seasonality,daily,vw_cap,1,1926-11-22,0.00168162220540151
usa,seasonality,daily,vw_cap,1,1926-11-23,0.00441784125765553
usa,seasonality,daily,vw_cap,1,1926-11-24,0.00191010883990648
usa,seasonality,daily,vw_cap,1,1926-11-26,0.00257037790543711
usa,seasonality,daily,vw_cap,1,1926-11-27,-0.00266129508140266
usa,seasonality,daily,vw_cap,1,1926-11-29,-0.00348529387135909
usa,seasonality,daily,vw_cap,1,1926-11-30,0.00502922691771245
usa,seasonality,daily,vw_cap,1,1926-12-01,-0.00532305971111526
usa,seasonality,daily,vw_cap,1,1926-12-02,-0.00096225071999133
usa,seasonality,daily,vw_cap,1,1926-12-03,-0.0016493332400518
usa,seasonality,daily,vw_cap,1,1926-12-04,0.00141946962912492
usa,seasonality,daily,vw_cap,1,1926-12-06,-0.00224807631062612
usa,seasonality,daily,vw_cap,1,1926-12-07,0.00103113440461841
usa,seasonality,daily,vw_cap,1,1926-12-08,0.000601460502219749
usa,seasonality,daily,vw_cap,1,1926-12-09,0.00192375513471897
usa,seasonality,daily,vw_cap,1,1926-12-10,0.000839262428400827
usa,seasonality,daily,vw_cap,1,1926-12-11,-0.00264407516510567
usa,seasonality,daily,vw_cap,1,1926-12-13,0.00147649166358296
usa,seasonality,daily,vw_cap,1,1926-12-14,-0.00037870268552706
usa,seasonality,daily,vw_cap,1,1926-12-15,-0.00283070737550103
usa,seasonality,daily,vw_cap,1,1926-12-16,0.00341698656196853
usa,seasonality,daily,vw_cap,1,1926-12-17,0.0033608441547861
usa,seasonality,daily,vw_cap,1,1926-12-18,0.00229036533223183
usa,seasonality,daily,vw_cap,1,1926-12-20,-0.00185546402516888
usa,seasonality,daily,vw_cap,1,1926-12-21,-0.00179492000692212
usa,seasonality,daily,vw_cap,1,1926-12-22,0.0016302129049141
usa,seasonality,daily,vw_cap,1,1926-12-23,0.00105917113654808
usa,seasonality,daily,vw_cap,1,1926-12-24,0.00107468380136467
usa,seasonality,daily,vw_cap,1,1926-12-27,-0.00158035309799827
usa,seasonality,daily,vw_cap,1,1926-12-28,0.00111556283522717
usa,seasonality,daily,vw_cap,1,1926-12-29,-0.0022482833207723
usa,seasonality,daily,vw_cap,1,1926-12-30,0.00390180241602428
usa,seasonality,daily,vw_cap,1,1926-12-31,0.00540606438744467
usa,seasonality,daily,vw_cap,1,1927-01-03,0.00202976468642609
usa,seasonality,daily,vw_cap,1,1927-01-04,0.00207977814691285
usa,seasonality,daily,vw_cap,1,1927-01-05,0.00377352088774835
usa,seasonality,daily,vw_cap,1,1927-01-06,-0.0026748980257611
usa,seasonality,daily,vw_cap,1,1927-01-07,-0.00195112701882703
usa,seasonality,daily,vw_cap,1,1927-01-08,-0.000201792122865518
